test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb;nb_hour_paging_without_response;nb_hour_echec;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
3;3764;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3765;20221004;0;0;0;1;1;0;0;0;0;0;0
3;3766;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3767;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3768;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3769;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3770;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3771;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3772;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3773;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3774;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3775;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3776;20221004;0;0;0;0;0;0;0;4;3;0;0
3;3777;20221004;9;4;6;6;2;2;12;0;0;0;0
3;3778;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3779;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3780;20221004;6;2;4;2;1;1;5;0;0;1;1
3;3781;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3782;20221004;19;4;12;6;3;2;23;0;0;4;3
3;3783;20221004;0;0;0;2;1;0;0;0;0;0;0
3;3784;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3785;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3786;20221004;2;2;1;0;0;1;0;1;1;0;0
3;3787;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3788;20221004;12;1;8;4;2;0;12;4;3;2;2
3;3789;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3790;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3791;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3792;20221004;0;0;0;0;0;0;0;2;2;0;0
3;3793;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3794;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3795;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3796;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3797;20221004;0;0;0;1;1;0;0;0;0;0;0
3;3798;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3799;20221004;0;0;0;3;2;0;0;0;0;0;0
3;3800;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3801;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3802;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3803;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3804;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3805;20221004;12;7;8;0;0;4;11;1;1;0;0
3;3806;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3807;20221004;12;3;8;8;4;2;18;0;0;1;1
3;3808;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3809;20221004;30;6;20;0;0;4;23;0;0;0;0
3;3810;20221004;19;4;12;0;0;2;30;0;0;2;2
3;3811;20221004;10;4;7;4;2;2;7;3;3;1;1
3;3812;20221004;14;3;9;0;0;2;7;1;1;0;0
3;3813;20221004;0;0;0;5;3;0;0;0;0;0;0
3;3814;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3815;20221004;0;0;0;0;0;0;0;2;2;0;0
3;3816;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3817;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3818;20221004;2;2;1;0;0;1;0;0;0;0;0
3;3819;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3820;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3821;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3822;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3823;20221004;1;1;1;0;0;0;0;0;0;0;0
3;3824;20221004;12;4;8;0;0;3;15;0;0;1;1
3;3825;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3826;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3827;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3828;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3829;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3830;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3831;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3832;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3833;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3834;20221004;12;4;8;2;1;2;5;0;0;3;2
3;3835;20221004;22;4;14;2;2;2;20;3;1;2;1
3;3836;20221004;7;4;5;0;0;3;0;0;0;0;0
3;3837;20221004;2;1;1;0;0;0;3;2;1;0;0
3;3838;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3839;20221004;0;0;0;0;0;0;0;2;2;0;0
3;3840;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3841;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3842;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3843;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3844;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3845;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3846;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3847;20221004;5;2;3;4;3;1;5;0;0;0;0
3;3848;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3849;20221004;6;1;4;0;0;1;5;1;1;1;1
3;3850;20221004;0;0;0;4;3;0;0;0;0;0;0
3;3851;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3852;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3853;20221004;1;0;0;1;1;0;1;0;0;0;0
3;3854;20221004;0;0;0;1;1;0;0;0;0;0;0
3;3855;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3856;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3857;20221004;0;0;0;0;0;0;0;3;3;0;0
3;3858;20221004;6;3;4;1;1;2;0;0;0;0;0
3;3859;20221004;3;1;2;1;1;1;0;0;0;0;0
3;3860;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3861;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3862;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3863;20221004;3;3;2;0;0;2;0;0;0;0;0
3;3864;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3865;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3866;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3867;20221004;0;0;0;2;1;0;0;0;0;0;0
3;3868;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3869;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3870;20221004;1;0;0;0;0;0;1;0;0;0;0
3;3871;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3872;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3873;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3874;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3875;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3876;20221004;0;0;0;0;0;0;0;2;2;0;0
3;3877;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3878;20221004;0;0;0;1;1;0;0;1;1;0;0
3;3879;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3880;20221004;1;0;0;2;1;0;2;0;0;0;0
3;3881;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3882;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3883;20221004;3;2;2;2;1;1;0;2;2;0;0
3;3884;20221004;15;2;10;0;0;1;19;3;3;1;1
3;3885;20221004;3;2;2;0;0;1;2;0;0;0;0
3;3886;20221004;2;1;1;1;1;0;0;2;1;0;0
3;3887;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3888;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3889;20221004;8;3;5;0;0;2;9;9;4;1;1
3;3890;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3891;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3892;20221004;19;4;12;5;2;3;20;2;2;0;0
3;3893;20221004;4;1;2;6;3;1;0;0;0;0;0
3;3894;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3895;20221004;7;3;4;0;0;2;0;0;0;0;0
3;3896;20221004;4;1;2;1;1;1;5;7;3;0;0
3;3897;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3898;20221004;1;1;1;0;0;0;2;8;2;0;0
3;3899;20221004;0;0;0;4;1;0;0;0;0;0;0
3;3900;20221004;1;1;1;0;0;1;0;0;0;0;0
3;3901;20221004;4;1;3;0;0;1;2;1;1;0;0
3;3902;20221004;0;0;0;3;2;0;0;0;0;0;0
3;3903;20221004;6;3;4;4;2;2;6;0;0;1;1
3;3904;20221004;7;1;4;0;0;1;5;11;3;0;0
3;3905;20221004;0;0;0;0;0;0;0;7;3;0;0
3;3906;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3907;20221004;0;0;0;1;1;0;1;1;1;0;0
3;3908;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3909;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3910;20221004;0;0;0;1;1;0;0;0;0;0;0
3;3911;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3912;20221004;0;0;0;1;1;0;1;1;1;0;0
3;3913;20221004;3;1;2;0;0;1;2;0;0;0;0
3;3914;20221004;5;3;3;0;0;2;6;1;1;2;1
3;3915;20221004;14;4;9;4;4;3;5;1;1;0;0
3;3916;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3917;20221004;4;1;2;0;0;0;2;0;0;0;0
3;3918;20221004;4;1;2;0;0;1;0;0;0;0;0
3;3919;20221004;0;0;0;0;0;0;0;3;1;0;0
3;3920;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3921;20221004;1;0;0;9;3;0;2;0;0;0;0
3;3922;20221004;1;1;1;0;0;0;1;0;0;0;0
3;3923;20221004;0;0;0;0;0;0;0;2;2;0;0
3;3924;20221004;23;4;15;0;0;2;31;5;2;12;3
3;3925;20221004;16;4;10;12;4;2;20;3;3;0;0
3;3926;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3927;20221004;0;0;0;0;0;0;1;0;0;0;0
3;3928;20221004;19;4;13;37;5;3;23;0;0;8;4
3;3929;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3930;20221004;12;6;8;6;2;4;3;1;1;1;1
3;3931;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3932;20221004;0;0;0;0;0;0;0;4;3;0;0
3;3933;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3934;20221004;7;4;4;1;1;2;6;0;0;1;1
3;3935;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3936;20221004;12;3;8;0;0;2;19;0;0;2;1
3;3937;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3938;20221004;4;1;2;5;3;1;8;0;0;0;0
3;3939;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3940;20221004;0;0;0;0;0;0;0;4;3;0;0
3;3941;20221004;1;0;0;7;3;0;0;0;0;0;0
3;3942;20221004;3;2;2;1;1;1;1;1;1;0;0
3;3943;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3944;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3945;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3946;20221004;0;0;0;0;0;0;0;6;2;0;0
3;3947;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3948;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3949;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3950;20221004;0;0;0;0;0;0;1;0;0;0;0
3;3951;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3952;20221004;0;0;0;1;1;0;0;0;0;0;0
3;3953;20221004;1;0;0;0;0;0;2;0;0;1;1
3;3954;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3955;20221004;7;3;4;2;1;2;0;2;1;0;0
3;3956;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3957;20221004;3;1;2;1;1;1;0;0;0;0;0
3;3958;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3959;20221004;30;7;20;1;1;5;38;3;2;3;2
3;3960;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3961;20221004;1;1;1;1;1;0;0;0;0;0;0
3;3962;20221004;1;1;0;0;0;0;0;0;0;0;0
3;3963;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3964;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3965;20221004;23;1;15;0;0;1;29;7;3;1;1
3;3966;20221004;13;4;9;5;2;2;19;4;3;2;2
3;3967;20221004;28;7;18;3;2;5;35;2;1;5;3
3;3968;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3969;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3970;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3971;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3972;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3973;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3974;20221004;3;1;2;0;0;0;2;0;0;0;0
3;3975;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3976;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3977;20221004;3;1;2;0;0;0;4;0;0;3;1
3;3978;20221004;19;6;12;0;0;4;15;1;1;1;1
3;3979;20221004;0;0;0;0;0;0;0;1;1;0;0
3;3980;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3981;20221004;1;1;1;0;0;0;0;0;0;0;0
3;3982;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3983;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3984;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3985;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3986;20221004;0;0;0;0;0;0;1;0;0;0;0
3;3987;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3988;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3989;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3990;20221004;0;0;0;0;0;0;0;0;0;0;0
3;3991;20221004;10;3;6;1;1;2;14;0;0;0;0
3;3992;20221004;10;3;6;0;0;2;8;10;1;0;0
3;3993;20221004;12;3;8;1;1;2;11;0;0;1;1
3;3994;20221004;13;3;8;14;5;2;13;2;2;3;1
3;3995;20221004;0;0;0;0;0;0;0;3;1;0;0
3;3996;20221004;9;3;6;0;0;2;12;2;2;1;1
3;3997;20221004;9;4;6;8;2;3;12;0;0;1;1
3;3998;20221004;12;6;8;4;2;4;13;1;1;0;0
3;3999;20221004;6;4;4;0;0;2;1;1;1;0;0
3;4000;20221004;1;1;1;0;0;0;0;0;0;0;0
3;4001;20221004;7;3;4;0;0;2;10;0;0;0;0
3;4002;20221004;0;0;0;2;2;0;0;0;0;0;0
3;4003;20221004;0;0;0;5;1;0;0;0;0;0;0
3;4004;20221004;3;1;2;0;0;1;4;1;1;0;0
3;4005;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4006;20221004;15;3;10;0;0;2;8;1;1;1;1
3;4007;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4008;20221004;5;0;3;0;0;0;8;9;1;0;0
3;4009;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4010;20221004;0;0;0;0;0;0;0;2;2;0;0
3;4011;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4012;20221004;20;4;13;0;0;2;22;0;0;2;2
3;4013;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4014;20221004;0;0;0;2;2;0;0;0;0;0;0
3;4015;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4016;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4017;20221004;13;5;9;1;1;3;0;0;0;0;0
3;4018;20221004;11;3;7;0;0;2;14;0;0;2;1
3;4019;20221004;0;0;0;3;3;0;0;0;0;0;0
3;4020;20221004;3;1;2;0;0;0;5;0;0;0;0
3;4021;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4022;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4023;20221004;1;0;0;3;2;0;2;2;1;0;0
3;4024;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4025;20221004;0;0;0;0;0;0;0;2;2;0;0
3;4026;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4027;20221004;7;1;4;0;0;1;10;1;1;2;1
3;4028;20221004;1;0;0;0;0;0;0;0;0;0;0
3;4029;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4030;20221004;0;0;0;4;2;0;0;0;0;0;0
3;4031;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4032;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4033;20221004;2;0;1;0;0;0;0;0;0;0;0
3;4034;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4035;20221004;17;5;11;0;0;3;21;0;0;0;0
3;4036;20221004;0;0;0;0;0;0;0;3;3;0;0
3;4037;20221004;0;0;0;0;0;0;0;4;2;0;0
3;4038;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4039;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4040;20221004;11;4;7;1;1;3;15;0;0;3;2
3;4041;20221004;3;3;2;0;0;2;0;0;0;0;0
3;4042;20221004;23;5;15;4;2;3;16;7;6;0;0
3;4043;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4044;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4045;20221004;2;1;1;0;0;1;0;0;0;0;0
3;4046;20221004;0;0;0;0;0;0;0;2;2;0;0
3;4047;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4048;20221004;15;7;10;2;1;5;6;2;2;0;0
3;4049;20221004;16;5;10;8;5;3;17;1;1;3;1
3;4050;20221004;0;0;0;0;0;0;0;5;3;0;0
3;4051;20221004;0;0;0;0;0;0;1;0;0;1;1
3;4052;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4053;20221004;0;0;0;0;0;0;0;3;3;0;0
3;4054;20221004;10;3;7;0;0;2;15;1;1;3;2
3;4055;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4056;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4057;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4058;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4059;20221004;2;1;1;5;3;1;0;0;0;0;0
3;4060;20221004;0;0;0;0;0;0;0;3;3;0;0
3;4061;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4062;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4063;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4064;20221004;0;0;0;0;0;0;0;5;2;0;0
3;4065;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4066;20221004;0;0;0;0;0;0;1;0;0;0;0
3;4067;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4068;20221004;1;1;1;0;0;0;0;0;0;0;0
3;4069;20221004;13;4;8;0;0;3;15;0;0;1;1
3;4070;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4071;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4072;20221004;25;7;17;0;0;4;32;1;1;2;2
3;4073;20221004;15;6;10;1;1;4;12;0;0;1;1
3;4074;20221004;0;0;0;18;9;0;0;0;0;0;0
3;4075;20221004;15;4;10;6;3;2;9;8;5;0;0
3;4076;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4077;20221004;13;5;8;4;3;3;12;0;0;3;2
3;4078;20221004;10;6;7;0;0;4;6;6;4;0;0
3;4079;20221004;22;6;15;0;0;4;9;0;0;0;0
3;4080;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4081;20221004;1;0;0;1;1;0;0;0;0;0;0
3;4082;20221004;3;0;2;0;0;0;3;0;0;0;0
3;4083;20221004;4;3;3;1;1;2;1;1;1;0;0
3;4084;20221004;2;1;1;0;0;0;0;0;0;0;0
3;4085;20221004;9;6;6;1;1;4;1;0;0;0;0
3;4086;20221004;2;1;1;0;0;1;1;1;1;0;0
3;4087;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4088;20221004;8;1;5;0;0;1;12;0;0;0;0
3;4089;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4090;20221004;0;0;0;0;0;0;1;2;2;0;0
3;4091;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4092;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4093;20221004;1;1;0;0;0;0;0;0;0;0;0
3;4094;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4095;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4096;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4097;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4098;20221004;0;0;0;10;4;0;0;0;0;0;0
3;4099;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4100;20221004;6;2;4;2;2;1;5;0;0;0;0
3;4101;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4102;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4103;20221004;7;3;4;4;3;2;4;3;3;0;0
3;4104;20221004;3;2;2;4;3;1;4;7;4;0;0
3;4105;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4106;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4107;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4108;20221004;7;3;4;4;2;2;6;4;3;0;0
3;4109;20221004;1;1;0;9;2;0;1;6;5;0;0
3;4110;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4111;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4112;20221004;0;0;0;0;0;0;0;4;2;0;0
3;4113;20221004;0;0;0;0;0;0;0;3;2;0;0
3;4114;20221004;6;3;4;0;0;2;4;2;2;0;0
3;4115;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4116;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4117;20221004;7;2;5;0;0;1;0;1;1;0;0
3;4118;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4119;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4120;20221004;8;4;5;3;2;2;10;3;1;1;1
3;4121;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4122;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4123;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4124;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4125;20221004;0;0;0;10;4;0;0;0;0;0;0
3;4126;20221004;0;0;0;9;4;0;0;0;0;0;0
3;4127;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4128;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4129;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4130;20221004;4;3;2;0;0;2;0;0;0;0;0
3;4131;20221004;1;0;0;0;0;0;1;0;0;1;1
3;4132;20221004;0;0;0;0;0;0;0;3;2;0;0
3;4133;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4134;20221004;3;2;2;11;5;1;0;0;0;0;0
3;4135;20221004;11;4;7;0;0;2;9;0;0;3;2
3;4136;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4137;20221004;4;1;2;1;1;1;4;7;3;0;0
3;4138;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4139;20221004;56;5;37;2;2;3;46;2;2;9;6
3;4140;20221004;9;2;6;2;2;1;11;3;2;0;0
3;4141;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4142;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4143;20221004;0;0;0;0;0;0;0;11;2;0;0
3;4144;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4145;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4146;20221004;1;0;0;1;1;0;0;0;0;0;0
3;4147;20221004;0;0;0;4;3;0;1;0;0;0;0
3;4148;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4149;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4150;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4151;20221004;3;1;2;1;1;1;0;0;0;0;0
3;4152;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4153;20221004;2;1;1;6;3;0;3;0;0;2;1
3;4154;20221004;0;0;0;0;0;0;0;2;2;0;0
3;4155;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4156;20221004;2;1;1;0;0;0;1;0;0;0;0
3;4157;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4158;20221004;51;7;34;2;1;4;61;1;1;9;7
3;4159;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4160;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4161;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4162;20221004;1;1;1;0;0;1;3;0;0;0;0
3;4163;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4164;20221004;2;1;1;1;1;1;3;3;1;1;1
3;4165;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4166;20221004;21;4;14;2;2;3;28;0;0;6;3
3;4167;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4168;20221004;0;0;0;2;1;0;0;0;0;0;0
3;4169;20221004;1;1;0;0;0;0;2;0;0;0;0
3;4170;20221004;2;1;1;0;0;1;0;0;0;0;0
3;4171;20221004;1;0;0;0;0;0;0;2;2;0;0
3;4172;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4173;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4174;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4175;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4176;20221004;1;1;1;0;0;0;2;0;0;1;1
3;4177;20221004;0;0;0;2;1;0;0;1;1;0;0
3;4178;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4179;20221004;0;0;0;13;4;0;0;0;0;0;0
3;4180;20221004;12;4;8;0;0;2;5;1;1;0;0
3;4181;20221004;14;3;9;0;0;2;18;3;1;2;2
3;4182;20221004;2;1;1;0;0;1;2;0;0;0;0
3;4183;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4184;20221004;11;3;7;0;0;2;6;5;5;0;0
3;4185;20221004;0;0;0;1;1;0;0;0;0;0;0
3;4186;20221004;7;0;4;0;0;0;9;0;0;0;0
3;4187;20221004;3;1;2;0;0;1;1;2;2;0;0
3;4188;20221004;0;0;0;2;1;0;0;0;0;0;0
3;4189;20221004;0;0;0;0;0;0;0;2;1;0;0
3;4190;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4191;20221004;12;2;8;0;0;1;15;0;0;1;1
3;4192;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4193;20221004;7;3;4;2;2;2;5;3;3;0;0
3;4194;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4195;20221004;12;3;8;3;3;2;13;1;1;3;2
3;4196;20221004;5;3;3;0;0;2;4;0;0;0;0
3;4197;20221004;0;0;0;0;0;0;0;1;1;0;0
3;4198;20221004;0;0;0;3;1;0;0;0;0;0;0
3;4199;20221004;0;0;0;4;2;0;0;0;0;0;0
3;4200;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4201;20221004;1;1;1;1;1;0;0;0;0;0;0
3;4202;20221004;0;0;0;2;2;0;0;0;0;0;0
3;4203;20221004;12;4;8;0;0;2;8;3;2;1;1
3;4204;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4205;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4206;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4207;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4208;20221004;0;0;0;0;0;0;0;2;2;0;0
3;4209;20221004;0;0;0;0;0;0;0;0;0;0;0
3;4210;20221004;0;0;0;0;0;0;0;0;0;0;0
