qoe_challenge_table_for_model_v2.imsi;qoe_challenge_table_for_model_v2.year;qoe_challenge_table_for_model_v2.month;qoe_challenge_table_for_model_v2.msisdn;qoe_challenge_table_for_model_v2.coupure_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_coupure_appel_daily;qoe_challenge_table_for_model_v2.echec_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;qoe_challenge_table_for_model_v2.paging_without_response_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_paging_without_response_daily;qoe_challenge_table_for_model_v2.nb_call_est_daily;qoe_challenge_table_for_model_v2.reiter_call_interval_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_reiter_call_daily;qoe_challenge_table_for_model_v2.call_est_bad_setupduration_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_call_est_bad_setupduration_daily;test;msisdn_H
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3856
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;3857
6,08015E+14;2022;10;20221004;6;3;4;2;1;1;0;0;0;0;0;3;3858
6,08015E+14;2022;10;20221004;3;1;2;1;1;1;0;0;0;0;0;3;3859
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3860
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3861
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3862
6,08015E+14;2022;10;20221004;3;3;2;2;0;0;0;0;0;0;0;3;3863
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3864
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3865
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3866
6,08018E+14;2022;10;20221004;0;0;0;0;2;1;0;0;0;0;0;3;3867
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3868
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3869
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;1;0;0;0;0;3;3870
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3871
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3872
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3873
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3874
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3875
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;3876
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3877
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;1;1;0;0;3;3878
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3879
6,08015E+14;2022;10;20221004;1;0;0;0;2;1;2;0;0;0;0;3;3880
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3881
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;3882
6,08015E+14;2022;10;20221004;3;2;2;1;2;1;0;2;2;0;0;3;3883
6,08015E+14;2022;10;20221004;15;2;10;1;0;0;19;3;3;1;1;3;3884
6,08015E+14;2022;10;20221004;3;2;2;1;0;0;2;0;0;0;0;3;3885
6,08015E+14;2022;10;20221004;2;1;1;0;1;1;0;2;1;0;0;3;3886
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3887
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3888
6,08015E+14;2022;10;20221004;8;3;5;2;0;0;9;9;4;1;1;3;3889
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3890
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3891
6,08017E+14;2022;10;20221004;19;4;12;3;5;2;20;2;2;0;0;3;3892
6,08015E+14;2022;10;20221004;4;1;2;1;6;3;0;0;0;0;0;3;3893
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;3894
6,08015E+14;2022;10;20221004;7;3;4;2;0;0;0;0;0;0;0;3;3895
6,08015E+14;2022;10;20221004;4;1;2;1;1;1;5;7;3;0;0;3;3896
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3897
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;2;8;2;0;0;3;3898
6,08015E+14;2022;10;20221004;0;0;0;0;4;1;0;0;0;0;0;3;3899
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;0;0;0;0;0;3;3900
6,08015E+14;2022;10;20221004;4;1;3;1;0;0;2;1;1;0;0;3;3901
6,08015E+14;2022;10;20221004;0;0;0;0;3;2;0;0;0;0;0;3;3902
6,08015E+14;2022;10;20221004;6;3;4;2;4;2;6;0;0;1;1;3;3903
6,08015E+14;2022;10;20221004;7;1;4;1;0;0;5;11;3;0;0;3;3904
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;7;3;0;0;3;3905
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3906
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;1;1;1;0;0;3;3907
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3908
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3909
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;3910
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3911
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;1;1;1;0;0;3;3912
6,08015E+14;2022;10;20221004;3;1;2;1;0;0;2;0;0;0;0;3;3913
6,08015E+14;2022;10;20221004;5;3;3;2;0;0;6;1;1;2;1;3;3914
6,08015E+14;2022;10;20221004;14;4;9;3;4;4;5;1;1;0;0;3;3915
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3916
6,08015E+14;2022;10;20221004;4;1;2;0;0;0;2;0;0;0;0;3;3917
6,08015E+14;2022;10;20221004;4;1;2;1;0;0;0;0;0;0;0;3;3918
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;3919
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3920
6,08015E+14;2022;10;20221004;1;0;0;0;9;3;2;0;0;0;0;3;3921
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;1;0;0;0;0;3;3922
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;3923
6,08015E+14;2022;10;20221004;23;4;15;2;0;0;31;5;2;12;3;3;3924
6,08015E+14;2022;10;20221004;16;4;10;2;12;4;20;3;3;0;0;3;3925
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3926
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;3927
6,08015E+14;2022;10;20221004;19;4;13;3;37;5;23;0;0;8;4;3;3928
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3929
6,08015E+14;2022;10;20221004;12;6;8;4;6;2;3;1;1;1;1;3;3930
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3931
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;3;0;0;3;3932
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3933
6,08015E+14;2022;10;20221004;7;4;4;2;1;1;6;0;0;1;1;3;3934
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3935
6,08015E+14;2022;10;20221004;12;3;8;2;0;0;19;0;0;2;1;3;3936
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3937
6,08015E+14;2022;10;20221004;4;1;2;1;5;3;8;0;0;0;0;3;3938
6,08018E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3939
6,08017E+14;2022;10;20221004;0;0;0;0;0;0;0;4;3;0;0;3;3940
6,08015E+14;2022;10;20221004;1;0;0;0;7;3;0;0;0;0;0;3;3941
6,08015E+14;2022;10;20221004;3;2;2;1;1;1;1;1;1;0;0;3;3942
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;3943
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3944
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3945
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;6;2;0;0;3;3946
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3947
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3948
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3949
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;3950
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3951
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;3952
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;2;0;0;1;1;3;3953
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3954
6,08015E+14;2022;10;20221004;7;3;4;2;2;1;0;2;1;0;0;3;3955
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3956
6,08015E+14;2022;10;20221004;3;1;2;1;1;1;0;0;0;0;0;3;3957
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3958
6,08015E+14;2022;10;20221004;30;7;20;5;1;1;38;3;2;3;2;3;3959
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3960
6,08015E+14;2022;10;20221004;1;1;1;0;1;1;0;0;0;0;0;3;3961
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;3962
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3963
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3964
6,08015E+14;2022;10;20221004;23;1;15;1;0;0;29;7;3;1;1;3;3965
6,08015E+14;2022;10;20221004;13;4;9;2;5;2;19;4;3;2;2;3;3966
6,08015E+14;2022;10;20221004;28;7;18;5;3;2;35;2;1;5;3;3;3967
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3968
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3969
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3970
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3971
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3972
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3973
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;2;0;0;0;0;3;3974
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3975
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3976
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;4;0;0;3;1;3;3977
6,08015E+14;2022;10;20221004;19;6;12;4;0;0;15;1;1;1;1;3;3978
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;3979
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3980
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;3981
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3982
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3983
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3984
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3985
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;3986
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3987
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3988
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3989
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;3990
6,08015E+14;2022;10;20221004;10;3;6;2;1;1;14;0;0;0;0;3;3991
6,08015E+14;2022;10;20221004;10;3;6;2;0;0;8;10;1;0;0;3;3992
6,08015E+14;2022;10;20221004;12;3;8;2;1;1;11;0;0;1;1;3;3993
6,08015E+14;2022;10;20221004;13;3;8;2;14;5;13;2;2;3;1;3;3994
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;3995
6,08015E+14;2022;10;20221004;9;3;6;2;0;0;12;2;2;1;1;3;3996
6,08015E+14;2022;10;20221004;9;4;6;3;8;2;12;0;0;1;1;3;3997
6,08015E+14;2022;10;20221004;12;6;8;4;4;2;13;1;1;0;0;3;3998
6,08015E+14;2022;10;20221004;6;4;4;2;0;0;1;1;1;0;0;3;3999
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;4000
6,08015E+14;2022;10;20221004;7;3;4;2;0;0;10;0;0;0;0;3;4001
6,08015E+14;2022;10;20221004;0;0;0;0;2;2;0;0;0;0;0;3;4002
6,08015E+14;2022;10;20221004;0;0;0;0;5;1;0;0;0;0;0;3;4003
6,08015E+14;2022;10;20221004;3;1;2;1;0;0;4;1;1;0;0;3;4004
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4005
6,08015E+14;2022;10;20221004;15;3;10;2;0;0;8;1;1;1;1;3;4006
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4007
6,08015E+14;2022;10;20221004;5;0;3;0;0;0;8;9;1;0;0;3;4008
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4009
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;4010
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4011
6,08015E+14;2022;10;20221004;20;4;13;2;0;0;22;0;0;2;2;3;4012
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4013
6,08015E+14;2022;10;20221004;0;0;0;0;2;2;0;0;0;0;0;3;4014
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4015
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4016
6,08015E+14;2022;10;20221004;13;5;9;3;1;1;0;0;0;0;0;3;4017
6,08015E+14;2022;10;20221004;11;3;7;2;0;0;14;0;0;2;1;3;4018
6,08015E+14;2022;10;20221004;0;0;0;0;3;3;0;0;0;0;0;3;4019
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;5;0;0;0;0;3;4020
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4021
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4022
6,08015E+14;2022;10;20221004;1;0;0;0;3;2;2;2;1;0;0;3;4023
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4024
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;4025
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4026
6,08015E+14;2022;10;20221004;7;1;4;1;0;0;10;1;1;2;1;3;4027
6,08017E+14;2022;10;20221004;1;0;0;0;0;0;0;0;0;0;0;3;4028
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4029
6,08015E+14;2022;10;20221004;0;0;0;0;4;2;0;0;0;0;0;3;4030
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4031
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4032
6,08015E+14;2022;10;20221004;2;0;1;0;0;0;0;0;0;0;0;3;4033
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4034
6,08015E+14;2022;10;20221004;17;5;11;3;0;0;21;0;0;0;0;3;4035
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;4036
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;2;0;0;3;4037
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4038
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4039
6,08015E+14;2022;10;20221004;11;4;7;3;1;1;15;0;0;3;2;3;4040
6,08015E+14;2022;10;20221004;3;3;2;2;0;0;0;0;0;0;0;3;4041
6,08015E+14;2022;10;20221004;23;5;15;3;4;2;16;7;6;0;0;3;4042
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4043
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4044
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;0;0;0;0;0;3;4045
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;4046
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4047
6,08015E+14;2022;10;20221004;15;7;10;5;2;1;6;2;2;0;0;3;4048
6,08015E+14;2022;10;20221004;16;5;10;3;8;5;17;1;1;3;1;3;4049
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;5;3;0;0;3;4050
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;1;1;3;4051
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4052
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;4053
6,08015E+14;2022;10;20221004;10;3;7;2;0;0;15;1;1;3;2;3;4054
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4055
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4056
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4057
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4058
6,08015E+14;2022;10;20221004;2;1;1;1;5;3;0;0;0;0;0;3;4059
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;4060
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4061
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4062
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4063
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;5;2;0;0;3;4064
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4065
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;4066
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4067
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;4068
6,08015E+14;2022;10;20221004;13;4;8;3;0;0;15;0;0;1;1;3;4069
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4070
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4071
6,08015E+14;2022;10;20221004;25;7;17;4;0;0;32;1;1;2;2;3;4072
6,08015E+14;2022;10;20221004;15;6;10;4;1;1;12;0;0;1;1;3;4073
6,08015E+14;2022;10;20221004;0;0;0;0;18;9;0;0;0;0;0;3;4074
6,08015E+14;2022;10;20221004;15;4;10;2;6;3;9;8;5;0;0;3;4075
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4076
6,08015E+14;2022;10;20221004;13;5;8;3;4;3;12;0;0;3;2;3;4077
6,08015E+14;2022;10;20221004;10;6;7;4;0;0;6;6;4;0;0;3;4078
6,08015E+14;2022;10;20221004;22;6;15;4;0;0;9;0;0;0;0;3;4079
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4080
6,08015E+14;2022;10;20221004;1;0;0;0;1;1;0;0;0;0;0;3;4081
6,08015E+14;2022;10;20221004;3;0;2;0;0;0;3;0;0;0;0;3;4082
6,08015E+14;2022;10;20221004;4;3;3;2;1;1;1;1;1;0;0;3;4083
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;0;0;0;0;0;3;4084
6,08015E+14;2022;10;20221004;9;6;6;4;1;1;1;0;0;0;0;3;4085
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;1;1;1;0;0;3;4086
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4087
6,08015E+14;2022;10;20221004;8;1;5;1;0;0;12;0;0;0;0;3;4088
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4089
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;2;2;0;0;3;4090
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4091
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4092
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;4093
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4094
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4095
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4096
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4097
6,08015E+14;2022;10;20221004;0;0;0;0;10;4;0;0;0;0;0;3;4098
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4099
6,08015E+14;2022;10;20221004;6;2;4;1;2;2;5;0;0;0;0;3;4100
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4101
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4102
6,08015E+14;2022;10;20221004;7;3;4;2;4;3;4;3;3;0;0;3;4103
6,08015E+14;2022;10;20221004;3;2;2;1;4;3;4;7;4;0;0;3;4104
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4105
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4106
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4107
6,08015E+14;2022;10;20221004;7;3;4;2;4;2;6;4;3;0;0;3;4108
6,08015E+14;2022;10;20221004;1;1;0;0;9;2;1;6;5;0;0;3;4109
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4110
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4111
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;2;0;0;3;4112
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;2;0;0;3;4113
6,08015E+14;2022;10;20221004;6;3;4;2;0;0;4;2;2;0;0;3;4114
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4115
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4116
6,08015E+14;2022;10;20221004;7;2;5;1;0;0;0;1;1;0;0;3;4117
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4118
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4119
6,08015E+14;2022;10;20221004;8;4;5;2;3;2;10;3;1;1;1;3;4120
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4121
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4122
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4123
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4124
6,08015E+14;2022;10;20221004;0;0;0;0;10;4;0;0;0;0;0;3;4125
6,08015E+14;2022;10;20221004;0;0;0;0;9;4;0;0;0;0;0;3;4126
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4127
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4128
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4129
6,08015E+14;2022;10;20221004;4;3;2;2;0;0;0;0;0;0;0;3;4130
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;1;0;0;1;1;3;4131
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;2;0;0;3;4132
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4133
6,08015E+14;2022;10;20221004;3;2;2;1;11;5;0;0;0;0;0;3;4134
6,08015E+14;2022;10;20221004;11;4;7;2;0;0;9;0;0;3;2;3;4135
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4136
6,08015E+14;2022;10;20221004;4;1;2;1;1;1;4;7;3;0;0;3;4137
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4138
6,08015E+14;2022;10;20221004;56;5;37;3;2;2;46;2;2;9;6;3;4139
6,08015E+14;2022;10;20221004;9;2;6;1;2;2;11;3;2;0;0;3;4140
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4141
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4142
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;11;2;0;0;3;4143
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4144
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4145
6,08015E+14;2022;10;20221004;1;0;0;0;1;1;0;0;0;0;0;3;4146
6,08015E+14;2022;10;20221004;0;0;0;0;4;3;1;0;0;0;0;3;4147
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4148
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4149
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4150
6,08015E+14;2022;10;20221004;3;1;2;1;1;1;0;0;0;0;0;3;4151
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4152
6,08015E+14;2022;10;20221004;2;1;1;0;6;3;3;0;0;2;1;3;4153
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;4154
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4155
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;1;0;0;0;0;3;4156
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;4157
6,08015E+14;2022;10;20221004;51;7;34;4;2;1;61;1;1;9;7;3;4158
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;4159
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4160
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4161
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;3;0;0;0;0;3;4162
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;4163
