;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb ;nb_hour_paging_without_response;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call ;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
3545;0;3;3546;20221004;1;1;1;2;1;2;2;1;0;0
3546;4;3;3547;20221004;31;7;20;17;6;44;1;1;3;3
3547;0;3;3548;20221004;0;0;0;2;2;0;0;0;0;0
3548;0;3;3549;20221004;0;0;0;0;0;0;0;0;0;0
3549;0;3;3550;20221004;0;0;0;0;0;0;1;1;0;0
3550;0;3;3551;20221004;0;0;0;0;0;0;0;0;0;0
3551;0;3;3552;20221004;1;1;1;0;0;0;0;0;0;0
3552;4;3;3553;20221004;70;7;47;14;7;88;7;6;10;7
3553;0;3;3554;20221004;0;0;0;0;0;0;1;1;0;0
3554;2;3;3555;20221004;10;3;6;3;3;12;1;1;0;0
3555;0;3;3556;20221004;0;0;0;0;0;0;3;2;0;0
3556;0;3;3557;20221004;0;0;0;0;0;0;1;1;0;0
3557;0;3;3558;20221004;1;1;0;0;0;0;0;0;0;0
3558;0;3;3559;20221004;0;0;0;0;0;0;1;1;0;0
3559;0;3;3560;20221004;0;0;0;0;0;0;0;0;0;0
3560;2;3;3561;20221004;5;3;3;1;1;0;0;0;0;0
3561;2;3;3562;20221004;5;3;3;1;1;3;0;0;0;0
3562;0;3;3563;20221004;0;0;0;0;0;0;0;0;0;0
3563;0;3;3564;20221004;0;0;0;0;0;0;0;0;0;0
3564;1;3;3565;20221004;4;2;2;0;0;4;0;0;0;0
3565;1;3;3566;20221004;1;1;1;0;0;0;0;0;0;0
3566;0;3;3567;20221004;0;0;0;0;0;0;0;0;0;0
3567;0;3;3568;20221004;0;0;0;0;0;0;0;0;0;0
3568;1;3;3569;20221004;6;2;4;0;0;10;0;0;0;0
3569;0;3;3570;20221004;1;1;0;0;0;0;0;0;0;0
3570;0;3;3571;20221004;0;0;0;0;0;0;4;2;0;0
3571;0;3;3572;20221004;0;0;0;0;0;0;0;0;0;0
3572;0;3;3573;20221004;0;0;0;2;1;0;0;0;0;0
3573;0;3;3574;20221004;0;0;0;0;0;0;0;0;0;0
3574;0;3;3575;20221004;0;0;0;0;0;0;0;0;0;0
3575;0;3;3576;20221004;0;0;0;0;0;0;0;0;0;0
3576;0;3;3577;20221004;0;0;0;0;0;0;0;0;0;0
3577;0;3;3578;20221004;0;0;0;0;0;0;0;0;0;0
3578;0;3;3579;20221004;0;0;0;0;0;0;0;0;0;0
3579;0;3;3580;20221004;1;0;0;0;0;0;0;0;0;0
3580;0;3;3581;20221004;0;0;0;0;0;0;0;0;0;0
3581;0;3;3582;20221004;0;0;0;2;1;0;0;0;0;0
3582;0;3;3583;20221004;0;0;0;0;0;0;6;3;0;0
3583;0;3;3584;20221004;0;0;0;0;0;0;1;1;0;0
3584;3;3;3585;20221004;26;4;17;0;0;25;7;4;1;1
3585;0;3;3586;20221004;0;0;0;1;1;2;0;0;0;0
3586;4;3;3587;20221004;11;6;7;4;4;7;0;0;0;0
3587;0;3;3588;20221004;0;0;0;0;0;0;2;2;0;0
3588;0;3;3589;20221004;0;0;0;0;0;0;0;0;0;0
3589;0;3;3590;20221004;0;0;0;0;0;0;0;0;0;0
3590;0;3;3591;20221004;0;0;0;0;0;0;1;1;0;0
3591;0;3;3592;20221004;0;0;0;0;0;0;0;0;0;0
3592;0;3;3593;20221004;0;0;0;0;0;0;3;3;0;0
3593;3;3;3594;20221004;34;5;22;28;11;34;0;0;23;5
3594;1;3;3595;20221004;2;1;1;2;2;1;3;2;0;0
3595;0;3;3596;20221004;0;0;0;0;0;0;10;8;0;0
3596;2;3;3597;20221004;6;4;4;1;1;0;1;1;0;0
3597;0;3;3598;20221004;0;0;0;0;0;0;10;6;0;0
3598;3;3;3599;20221004;17;4;11;9;5;22;0;0;1;1
3599;2;3;3600;20221004;5;4;3;2;2;0;0;0;0;0
3600;0;3;3601;20221004;0;0;0;0;0;0;0;0;0;0
3601;4;3;3602;20221004;21;6;14;1;1;26;1;1;0;0
3602;0;3;3603;20221004;0;0;0;0;0;0;1;1;0;0
3603;5;3;3604;20221004;28;7;18;1;1;12;1;1;1;1
3604;3;3;3605;20221004;12;4;8;0;0;7;10;7;0;0
3605;2;3;3606;20221004;6;3;4;1;1;6;2;2;0;0
3606;4;3;3607;20221004;49;6;33;1;1;67;1;1;29;5
3607;0;3;3608;20221004;0;0;0;0;0;0;0;0;0;0
3608;2;3;3609;20221004;5;3;3;3;1;0;0;0;0;0
3609;0;3;3610;20221004;0;0;0;0;0;0;0;0;0;0
3610;0;3;3611;20221004;0;0;0;0;0;0;4;2;0;0
3611;0;3;3612;20221004;0;0;0;0;0;0;0;0;0;0
3612;0;3;3613;20221004;0;0;0;0;0;0;0;0;0;0
3613;0;3;3614;20221004;0;0;0;0;0;1;1;1;0;0
3614;0;3;3615;20221004;0;0;0;0;0;0;0;0;0;0
3615;0;3;3616;20221004;0;0;0;0;0;0;0;0;0;0
3616;0;3;3617;20221004;0;0;0;0;0;0;0;0;0;0
3617;0;3;3618;20221004;0;0;0;0;0;0;0;0;0;0
3618;0;3;3619;20221004;0;0;0;0;0;0;0;0;0;0
3619;0;3;3620;20221004;0;0;0;0;0;0;0;0;0;0
3620;0;3;3621;20221004;0;0;0;0;0;0;0;0;0;0
3621;0;3;3622;20221004;0;0;0;2;1;0;0;0;0;0
3622;0;3;3623;20221004;0;0;0;0;0;0;0;0;0;0
3623;0;3;3624;20221004;0;0;0;0;0;0;1;1;0;0
3624;0;3;3625;20221004;0;0;0;0;0;0;0;0;0;0
3625;0;3;3626;20221004;0;0;0;0;0;0;3;2;0;0
3626;0;3;3627;20221004;0;0;0;0;0;0;0;0;0;0
3627;6;3;3628;20221004;75;9;50;2;2;90;5;4;10;4
3628;0;3;3629;20221004;0;0;0;0;0;0;0;0;0;0
3629;2;3;3630;20221004;9;3;6;0;0;11;1;1;0;0
3630;4;3;3631;20221004;33;7;22;11;2;36;0;0;7;5
3631;1;3;3632;20221004;1;1;1;1;1;0;0;0;0;0
3632;3;3;3633;20221004;8;4;5;0;0;12;0;0;0;0
3633;0;3;3634;20221004;0;0;0;0;0;0;0;0;0;0
3634;1;3;3635;20221004;6;2;4;0;0;3;2;2;2;1
3635;0;3;3636;20221004;0;0;0;0;0;0;0;0;0;0
3636;4;3;3637;20221004;32;6;21;2;2;31;6;2;0;0
3637;0;3;3638;20221004;0;0;0;0;0;0;0;0;0;0
3638;0;3;3639;20221004;0;0;0;0;0;0;1;1;0;0
3639;0;3;3640;20221004;0;0;0;0;0;1;1;1;0;0
3640;0;3;3641;20221004;0;0;0;13;3;0;0;0;0;0
3641;0;3;3642;20221004;0;0;0;0;0;0;1;1;0;0
3642;0;3;3643;20221004;1;1;0;0;0;2;0;0;0;0
3643;1;3;3644;20221004;2;1;1;0;0;1;4;2;0;0
3644;1;3;3645;20221004;2;2;1;6;3;0;0;0;0;0
3645;0;3;3646;20221004;0;0;0;6;2;0;0;0;0;0
3646;1;3;3647;20221004;3;1;2;0;0;0;0;0;0;0
3647;0;3;3648;20221004;0;0;0;0;0;0;3;2;0;0
3648;0;3;3649;20221004;0;0;0;0;0;0;1;1;0;0
3649;0;3;3650;20221004;0;0;0;0;0;0;1;1;0;0
3650;0;3;3651;20221004;0;0;0;0;0;0;0;0;0;0
3651;0;3;3652;20221004;0;0;0;0;0;0;0;0;0;0
3652;1;3;3653;20221004;1;1;1;0;0;0;0;0;0;0
3653;0;3;3654;20221004;0;0;0;0;0;0;0;0;0;0
3654;1;3;3655;20221004;6;2;4;8;4;7;2;1;2;1
3655;0;3;3656;20221004;0;0;0;0;0;0;0;0;0;0
3656;0;3;3657;20221004;0;0;0;1;1;0;0;0;0;0
3657;0;3;3658;20221004;0;0;0;0;0;0;0;0;0;0
3658;0;3;3659;20221004;0;0;0;1;1;0;0;0;0;0
3659;2;3;3660;20221004;13;4;9;0;0;18;0;0;3;2
3660;0;3;3661;20221004;0;0;0;0;0;0;0;0;0;0
3661;0;3;3662;20221004;0;0;0;1;1;1;0;0;0;0
3662;0;3;3663;20221004;0;0;0;1;1;0;0;0;0;0
3663;3;3;3664;20221004;15;5;10;0;0;13;0;0;1;1
3664;0;3;3665;20221004;0;0;0;1;1;0;0;0;0;0
3665;0;3;3666;20221004;0;0;0;0;0;0;0;0;0;0
3666;0;3;3667;20221004;3;1;2;1;1;3;0;0;0;0
3667;1;3;3668;20221004;4;1;3;0;0;5;0;0;3;1
3668;0;3;3669;20221004;1;0;0;0;0;0;0;0;0;0
3669;0;3;3670;20221004;0;0;0;0;0;0;0;0;0;0
3670;0;3;3671;20221004;0;0;0;0;0;0;1;1;0;0
3671;2;3;3672;20221004;9;3;6;0;0;12;1;1;3;2
3672;4;3;3673;20221004;21;6;14;10;5;20;6;5;0;0
3673;1;3;3674;20221004;6;2;4;2;2;7;0;0;4;2
3674;0;3;3675;20221004;0;0;0;0;0;0;0;0;0;0
3675;0;3;3676;20221004;0;0;0;0;0;0;0;0;0;0
3676;3;3;3677;20221004;12;5;8;3;3;11;1;1;1;1
3677;0;3;3678;20221004;0;0;0;0;0;0;0;0;0;0
3678;0;3;3679;20221004;0;0;0;4;2;0;0;0;0;0
3679;0;3;3680;20221004;0;0;0;0;0;0;0;0;0;0
3680;1;3;3681;20221004;3;2;2;1;1;1;0;0;0;0
3681;0;3;3682;20221004;0;0;0;0;0;0;0;0;0;0
3682;0;3;3683;20221004;0;0;0;0;0;0;1;1;0;0
3683;0;3;3684;20221004;0;0;0;0;0;0;1;1;0;0
3684;0;3;3685;20221004;0;0;0;0;0;1;1;1;0;0
3685;0;3;3686;20221004;0;0;0;0;0;0;1;1;0;0
3686;2;3;3687;20221004;5;4;3;0;0;7;0;0;0;0
3687;1;3;3688;20221004;1;1;1;1;1;2;0;0;0;0
3688;1;3;3689;20221004;2;2;1;0;0;0;0;0;0;0
3689;2;3;3690;20221004;16;3;11;7;2;10;0;0;2;1
3690;1;3;3691;20221004;4;1;3;0;0;7;1;1;1;1
3691;0;3;3692;20221004;0;0;0;0;0;0;0;0;0;0
3692;1;3;3693;20221004;6;1;4;15;3;0;3;3;0;0
3693;0;3;3694;20221004;0;0;0;0;0;0;0;0;0;0
3694;0;3;3695;20221004;0;0;0;0;0;0;0;0;0;0
3695;0;3;3696;20221004;0;0;0;0;0;0;0;0;0;0
3696;0;3;3697;20221004;0;0;0;0;0;0;0;0;0;0
3697;0;3;3698;20221004;0;0;0;0;0;0;0;0;0;0
3698;0;3;3699;20221004;0;0;0;0;0;0;2;2;0;0
3699;1;3;3700;20221004;4;2;3;0;0;6;5;3;0;0
3700;0;3;3701;20221004;0;0;0;0;0;0;0;0;0;0
3701;1;3;3702;20221004;3;1;2;3;2;4;0;0;1;1
3702;0;3;3703;20221004;1;1;0;2;1;0;0;0;0;0
3703;3;3;3704;20221004;33;5;22;7;2;31;7;6;3;3
3704;1;3;3705;20221004;3;2;2;2;2;2;0;0;0;0
3705;2;3;3706;20221004;9;3;6;0;0;8;0;0;2;1
3706;3;3;3707;20221004;34;5;22;0;0;34;5;2;2;2
3707;0;3;3708;20221004;0;0;0;0;0;0;1;1;0;0
3708;1;3;3709;20221004;3;1;2;0;0;4;0;0;0;0
3709;0;3;3710;20221004;1;1;0;1;1;2;5;4;0;0
3710;3;3;3711;20221004;22;5;14;0;0;27;0;0;2;2
3711;0;3;3712;20221004;0;0;0;0;0;0;1;1;0;0
3712;0;3;3713;20221004;0;0;0;0;0;0;0;0;0;0
3713;0;3;3714;20221004;0;0;0;0;0;0;0;0;0;0
3714;0;3;3715;20221004;1;1;1;0;0;2;0;0;0;0
3715;0;3;3716;20221004;0;0;0;0;0;0;0;0;0;0
3716;0;3;3717;20221004;0;0;0;0;0;0;1;1;0;0
3717;0;3;3718;20221004;0;0;0;0;0;0;1;1;0;0
3718;0;3;3719;20221004;0;0;0;0;0;0;0;0;0;0
3719;0;3;3720;20221004;0;0;0;3;2;0;0;0;0;0
3720;0;3;3721;20221004;0;0;0;5;2;0;0;0;0;0
3721;0;3;3722;20221004;0;0;0;0;0;0;0;0;0;0
3722;0;3;3723;20221004;0;0;0;0;0;0;0;0;0;0
3723;0;3;3724;20221004;2;1;1;0;0;2;2;2;0;0
3724;0;3;3725;20221004;0;0;0;0;0;0;0;0;0;0
3725;0;3;3726;20221004;0;0;0;0;0;0;0;0;0;0
3726;2;3;3727;20221004;10;4;6;1;1;9;0;0;0;0
3727;0;3;3728;20221004;0;0;0;0;0;0;0;0;0;0
3728;0;3;3729;20221004;0;0;0;0;0;0;2;1;0;0
3729;0;3;3730;20221004;0;0;0;0;0;0;0;0;0;0
3730;0;3;3731;20221004;0;0;0;1;1;0;0;0;0;0
3731;0;3;3732;20221004;0;0;0;0;0;0;0;0;0;0
3732;0;3;3733;20221004;0;0;0;0;0;0;0;0;0;0
3733;0;3;3734;20221004;0;0;0;0;0;1;0;0;0;0
3734;0;3;3735;20221004;0;0;0;0;0;0;1;1;0;0
3735;2;3;3736;20221004;12;3;8;0;0;14;1;1;4;3
3736;0;3;3737;20221004;0;0;0;0;0;0;0;0;0;0
3737;0;3;3738;20221004;0;0;0;0;0;0;1;1;0;0
3738;2;3;3739;20221004;8;3;5;3;2;11;2;1;0;0
3739;0;3;3740;20221004;1;1;1;11;6;0;0;0;0;0
3740;2;3;3741;20221004;7;3;5;1;1;8;0;0;0;0
3741;3;3;3742;20221004;8;4;5;2;2;7;0;0;0;0
3742;2;3;3743;20221004;7;4;4;1;1;0;0;0;0;0
3743;3;3;3744;20221004;30;5;20;2;2;31;1;1;9;5
3744;0;3;3745;20221004;0;0;0;0;0;0;0;0;0;0
3745;0;3;3746;20221004;0;0;0;0;0;0;0;0;0;0
3746;3;3;3747;20221004;36;5;24;1;1;47;0;0;17;6
3747;0;3;3748;20221004;0;0;0;0;0;0;0;0;0;0
3748;2;3;3749;20221004;11;3;7;9;4;11;4;3;1;1
3749;0;3;3750;20221004;0;0;0;0;0;0;1;1;0;0
3750;0;3;3751;20221004;0;0;0;0;0;0;0;0;0;0
3751;0;3;3752;20221004;0;0;0;0;0;0;2;1;0;0
3752;0;3;3753;20221004;0;0;0;0;0;0;13;6;0;0
3753;1;3;3754;20221004;3;1;2;1;1;0;0;0;0;0
3754;0;3;3755;20221004;0;0;0;0;0;0;2;2;0;0
3755;1;3;3756;20221004;3;2;2;0;0;5;9;3;0;0
3756;0;3;3757;20221004;0;0;0;13;3;0;0;0;0;0
3757;0;3;3758;20221004;0;0;0;0;0;0;0;0;0;0
3758;0;3;3759;20221004;0;0;0;0;0;0;0;0;0;0
3759;0;3;3760;20221004;0;0;0;0;0;0;0;0;0;0
3760;0;3;3761;20221004;0;0;0;0;0;0;5;2;0;0
3761;0;3;3762;20221004;0;0;0;0;0;0;0;0;0;0
3762;0;3;3763;20221004;0;0;0;0;0;0;0;0;0;0
3763;0;3;3764;20221004;0;0;0;0;0;0;0;0;0;0
3764;0;3;3765;20221004;0;0;0;1;1;0;0;0;0;0
3765;0;3;3766;20221004;0;0;0;0;0;0;0;0;0;0
3766;0;3;3767;20221004;0;0;0;0;0;0;1;1;0;0
3767;0;3;3768;20221004;0;0;0;0;0;0;0;0;0;0
3768;0;3;3769;20221004;0;0;0;0;0;0;0;0;0;0
3769;0;3;3770;20221004;0;0;0;0;0;0;0;0;0;0
3770;0;3;3771;20221004;0;0;0;0;0;0;0;0;0;0
3771;0;3;3772;20221004;0;0;0;0;0;0;0;0;0;0
3772;0;3;3773;20221004;0;0;0;0;0;0;1;1;0;0
3773;0;3;3774;20221004;0;0;0;0;0;0;0;0;0;0
3774;0;3;3775;20221004;0;0;0;0;0;0;0;0;0;0
3775;0;3;3776;20221004;0;0;0;0;0;0;4;3;0;0
3776;2;3;3777;20221004;9;4;6;6;2;12;0;0;0;0
3777;0;3;3778;20221004;0;0;0;0;0;0;1;1;0;0
3778;0;3;3779;20221004;0;0;0;0;0;0;0;0;0;0
3779;1;3;3780;20221004;6;2;4;2;1;5;0;0;1;1
3780;0;3;3781;20221004;1;1;0;0;0;0;0;0;0;0
3781;2;3;3782;20221004;19;4;12;6;3;23;0;0;4;3
3782;0;3;3783;20221004;0;0;0;2;1;0;0;0;0;0
3783;0;3;3784;20221004;0;0;0;0;0;0;0;0;0;0
3784;0;3;3785;20221004;0;0;0;0;0;0;0;0;0;0
3785;1;3;3786;20221004;2;2;1;0;0;0;1;1;0;0
3786;0;3;3787;20221004;0;0;0;0;0;0;0;0;0;0
3787;0;3;3788;20221004;12;1;8;4;2;12;4;3;2;2
3788;0;3;3789;20221004;0;0;0;0;0;0;0;0;0;0
3789;0;3;3790;20221004;0;0;0;0;0;0;1;1;0;0
3790;0;3;3791;20221004;0;0;0;0;0;0;1;1;0;0
3791;0;3;3792;20221004;0;0;0;0;0;0;2;2;0;0
3792;0;3;3793;20221004;0;0;0;0;0;0;0;0;0;0
3793;0;3;3794;20221004;0;0;0;0;0;0;0;0;0;0
3794;0;3;3795;20221004;1;1;0;0;0;0;0;0;0;0
3795;0;3;3796;20221004;0;0;0;0;0;0;1;1;0;0
3796;0;3;3797;20221004;0;0;0;1;1;0;0;0;0;0
3797;0;3;3798;20221004;0;0;0;0;0;0;1;1;0;0
3798;0;3;3799;20221004;0;0;0;3;2;0;0;0;0;0
3799;0;3;3800;20221004;0;0;0;0;0;0;0;0;0;0
3800;0;3;3801;20221004;0;0;0;0;0;0;0;0;0;0
3801;0;3;3802;20221004;0;0;0;0;0;0;0;0;0;0
3802;0;3;3803;20221004;0;0;0;0;0;0;0;0;0;0
3803;0;3;3804;20221004;0;0;0;0;0;0;1;1;0;0
3804;4;3;3805;20221004;12;7;8;0;0;11;1;1;0;0
3805;0;3;3806;20221004;0;0;0;0;0;0;0;0;0;0
3806;2;3;3807;20221004;12;3;8;8;4;18;0;0;1;1
3807;0;3;3808;20221004;0;0;0;0;0;0;0;0;0;0
3808;4;3;3809;20221004;30;6;20;0;0;23;0;0;0;0
3809;2;3;3810;20221004;19;4;12;0;0;30;0;0;2;2
3810;2;3;3811;20221004;10;4;7;4;2;7;3;3;1;1
3811;2;3;3812;20221004;14;3;9;0;0;7;1;1;0;0
3812;0;3;3813;20221004;0;0;0;5;3;0;0;0;0;0
3813;0;3;3814;20221004;0;0;0;0;0;0;0;0;0;0
3814;0;3;3815;20221004;0;0;0;0;0;0;2;2;0;0
3815;0;3;3816;20221004;0;0;0;0;0;0;0;0;0;0
3816;0;3;3817;20221004;0;0;0;0;0;0;0;0;0;0
3817;1;3;3818;20221004;2;2;1;0;0;0;0;0;0;0
3818;0;3;3819;20221004;0;0;0;0;0;0;1;1;0;0
3819;0;3;3820;20221004;0;0;0;0;0;0;1;1;0;0
3820;0;3;3821;20221004;0;0;0;0;0;0;0;0;0;0
3821;0;3;3822;20221004;0;0;0;0;0;0;0;0;0;0
3822;0;3;3823;20221004;1;1;1;0;0;0;0;0;0;0
3823;3;3;3824;20221004;12;4;8;0;0;15;0;0;1;1
3824;0;3;3825;20221004;0;0;0;0;0;0;0;0;0;0
3825;0;3;3826;20221004;0;0;0;0;0;0;0;0;0;0
3826;0;3;3827;20221004;0;0;0;0;0;0;0;0;0;0
3827;0;3;3828;20221004;0;0;0;0;0;0;0;0;0;0
3828;0;3;3829;20221004;0;0;0;0;0;0;1;1;0;0
3829;0;3;3830;20221004;0;0;0;0;0;0;1;1;0;0
3830;0;3;3831;20221004;0;0;0;0;0;0;0;0;0;0
3831;0;3;3832;20221004;0;0;0;0;0;0;0;0;0;0
3832;0;3;3833;20221004;0;0;0;0;0;0;1;1;0;0
3833;2;3;3834;20221004;12;4;8;2;1;5;0;0;3;2
3834;2;3;3835;20221004;22;4;14;2;2;20;3;1;2;1
3835;3;3;3836;20221004;7;4;5;0;0;0;0;0;0;0
3836;0;3;3837;20221004;2;1;1;0;0;3;2;1;0;0
3837;0;3;3838;20221004;0;0;0;0;0;0;1;1;0;0
3838;0;3;3839;20221004;0;0;0;0;0;0;2;2;0;0
3839;0;3;3840;20221004;0;0;0;0;0;0;0;0;0;0
3840;0;3;3841;20221004;0;0;0;0;0;0;0;0;0;0
3841;0;3;3842;20221004;1;1;0;0;0;0;0;0;0;0
3842;0;3;3843;20221004;0;0;0;0;0;0;0;0;0;0
3843;0;3;3844;20221004;0;0;0;0;0;0;0;0;0;0
3844;0;3;3845;20221004;0;0;0;0;0;0;1;1;0;0
3845;0;3;3846;20221004;0;0;0;0;0;0;1;1;0;0
3846;1;3;3847;20221004;5;2;3;4;3;5;0;0;0;0
3847;0;3;3848;20221004;0;0;0;0;0;0;0;0;0;0
3848;1;3;3849;20221004;6;1;4;0;0;5;1;1;1;1
3849;0;3;3850;20221004;0;0;0;4;3;0;0;0;0;0
3850;0;3;3851;20221004;0;0;0;0;0;0;1;1;0;0
3851;0;3;3852;20221004;0;0;0;0;0;0;0;0;0;0
3852;0;3;3853;20221004;1;0;0;1;1;1;0;0;0;0
3853;0;3;3854;20221004;0;0;0;1;1;0;0;0;0;0
3854;0;3;3855;20221004;0;0;0;0;0;0;0;0;0;0
3855;0;3;3856;20221004;0;0;0;0;0;0;1;1;0;0
3856;0;3;3857;20221004;0;0;0;0;0;0;3;3;0;0
3857;2;3;3858;20221004;6;3;4;1;1;0;0;0;0;0
3858;1;3;3859;20221004;3;1;2;1;1;0;0;0;0;0
3859;0;3;3860;20221004;0;0;0;0;0;0;0;0;0;0
3860;0;3;3861;20221004;0;0;0;0;0;0;1;1;0;0
3861;0;3;3862;20221004;0;0;0;0;0;0;0;0;0;0
3862;2;3;3863;20221004;3;3;2;0;0;0;0;0;0;0
3863;0;3;3864;20221004;0;0;0;0;0;0;0;0;0;0
3864;0;3;3865;20221004;0;0;0;0;0;0;0;0;0;0
3865;0;3;3866;20221004;0;0;0;0;0;0;1;1;0;0
3866;0;3;3867;20221004;0;0;0;2;1;0;0;0;0;0
3867;0;3;3868;20221004;0;0;0;0;0;0;0;0;0;0
3868;0;3;3869;20221004;0;0;0;0;0;0;0;0;0;0
3869;0;3;3870;20221004;1;0;0;0;0;1;0;0;0;0
3870;0;3;3871;20221004;0;0;0;0;0;0;0;0;0;0
3871;0;3;3872;20221004;0;0;0;0;0;0;0;0;0;0
3872;0;3;3873;20221004;0;0;0;0;0;0;0;0;0;0
3873;0;3;3874;20221004;0;0;0;0;0;0;0;0;0;0
3874;0;3;3875;20221004;0;0;0;0;0;0;0;0;0;0
3875;0;3;3876;20221004;0;0;0;0;0;0;2;2;0;0
3876;0;3;3877;20221004;0;0;0;0;0;0;1;1;0;0
3877;0;3;3878;20221004;0;0;0;1;1;0;1;1;0;0
3878;0;3;3879;20221004;0;0;0;0;0;0;0;0;0;0
3879;0;3;3880;20221004;1;0;0;2;1;2;0;0;0;0
3880;0;3;3881;20221004;0;0;0;0;0;0;0;0;0;0
3881;0;3;3882;20221004;1;1;0;0;0;0;0;0;0;0
3882;1;3;3883;20221004;3;2;2;2;1;0;2;2;0;0
3883;1;3;3884;20221004;15;2;10;0;0;19;3;3;1;1
3884;1;3;3885;20221004;3;2;2;0;0;2;0;0;0;0
3885;0;3;3886;20221004;2;1;1;1;1;0;2;1;0;0
3886;0;3;3887;20221004;0;0;0;0;0;0;0;0;0;0
3887;0;3;3888;20221004;0;0;0;0;0;0;1;1;0;0
3888;2;3;3889;20221004;8;3;5;0;0;9;9;4;1;1
3889;0;3;3890;20221004;0;0;0;0;0;0;1;1;0;0
3890;0;3;3891;20221004;0;0;0;0;0;0;0;0;0;0
3891;3;3;3892;20221004;19;4;12;5;2;20;2;2;0;0
3892;1;3;3893;20221004;4;1;2;6;3;0;0;0;0;0
3893;0;3;3894;20221004;1;1;0;0;0;0;0;0;0;0
3894;2;3;3895;20221004;7;3;4;0;0;0;0;0;0;0
3895;1;3;3896;20221004;4;1;2;1;1;5;7;3;0;0
3896;0;3;3897;20221004;0;0;0;0;0;0;0;0;0;0
3897;0;3;3898;20221004;1;1;1;0;0;2;8;2;0;0
3898;0;3;3899;20221004;0;0;0;4;1;0;0;0;0;0
3899;1;3;3900;20221004;1;1;1;0;0;0;0;0;0;0
3900;1;3;3901;20221004;4;1;3;0;0;2;1;1;0;0
3901;0;3;3902;20221004;0;0;0;3;2;0;0;0;0;0
3902;2;3;3903;20221004;6;3;4;4;2;6;0;0;1;1
3903;1;3;3904;20221004;7;1;4;0;0;5;11;3;0;0
3904;0;3;3905;20221004;0;0;0;0;0;0;7;3;0;0
3905;0;3;3906;20221004;0;0;0;0;0;0;0;0;0;0
3906;0;3;3907;20221004;0;0;0;1;1;1;1;1;0;0
3907;0;3;3908;20221004;0;0;0;0;0;0;0;0;0;0
3908;0;3;3909;20221004;0;0;0;0;0;0;0;0;0;0
3909;0;3;3910;20221004;0;0;0;1;1;0;0;0;0;0
3910;0;3;3911;20221004;0;0;0;0;0;0;0;0;0;0
3911;0;3;3912;20221004;0;0;0;1;1;1;1;1;0;0
3912;1;3;3913;20221004;3;1;2;0;0;2;0;0;0;0
3913;2;3;3914;20221004;5;3;3;0;0;6;1;1;2;1
3914;3;3;3915;20221004;14;4;9;4;4;5;1;1;0;0
3915;0;3;3916;20221004;0;0;0;0;0;0;0;0;0;0
3916;0;3;3917;20221004;4;1;2;0;0;2;0;0;0;0
3917;1;3;3918;20221004;4;1;2;0;0;0;0;0;0;0
3918;0;3;3919;20221004;0;0;0;0;0;0;3;1;0;0
3919;0;3;3920;20221004;0;0;0;0;0;0;1;1;0;0
3920;0;3;3921;20221004;1;0;0;9;3;2;0;0;0;0
3921;0;3;3922;20221004;1;1;1;0;0;1;0;0;0;0
3922;0;3;3923;20221004;0;0;0;0;0;0;2;2;0;0
3923;2;3;3924;20221004;23;4;15;0;0;31;5;2;12;3
3924;2;3;3925;20221004;16;4;10;12;4;20;3;3;0;0
3925;0;3;3926;20221004;0;0;0;0;0;0;0;0;0;0
3926;0;3;3927;20221004;0;0;0;0;0;1;0;0;0;0
3927;3;3;3928;20221004;19;4;13;37;5;23;0;0;8;4
3928;0;3;3929;20221004;0;0;0;0;0;0;1;1;0;0
3929;4;3;3930;20221004;12;6;8;6;2;3;1;1;1;1
3930;0;3;3931;20221004;0;0;0;0;0;0;0;0;0;0
3931;0;3;3932;20221004;0;0;0;0;0;0;4;3;0;0
3932;0;3;3933;20221004;0;0;0;0;0;0;1;1;0;0
3933;2;3;3934;20221004;7;4;4;1;1;6;0;0;1;1
3934;0;3;3935;20221004;0;0;0;0;0;0;0;0;0;0
3935;2;3;3936;20221004;12;3;8;0;0;19;0;0;2;1
3936;0;3;3937;20221004;0;0;0;0;0;0;1;1;0;0
3937;1;3;3938;20221004;4;1;2;5;3;8;0;0;0;0
3938;0;3;3939;20221004;0;0;0;0;0;0;0;0;0;0
3939;0;3;3940;20221004;0;0;0;0;0;0;4;3;0;0
3940;0;3;3941;20221004;1;0;0;7;3;0;0;0;0;0
3941;1;3;3942;20221004;3;2;2;1;1;1;1;1;0;0
3942;0;3;3943;20221004;1;1;0;0;0;0;0;0;0;0
3943;0;3;3944;20221004;0;0;0;0;0;0;0;0;0;0
3944;0;3;3945;20221004;0;0;0;0;0;0;0;0;0;0
3945;0;3;3946;20221004;0;0;0;0;0;0;6;2;0;0
3946;0;3;3947;20221004;0;0;0;0;0;0;0;0;0;0
3947;0;3;3948;20221004;0;0;0;0;0;0;0;0;0;0
3948;0;3;3949;20221004;0;0;0;0;0;0;0;0;0;0
3949;0;3;3950;20221004;0;0;0;0;0;1;0;0;0;0
3950;0;3;3951;20221004;0;0;0;0;0;0;0;0;0;0
3951;0;3;3952;20221004;0;0;0;1;1;0;0;0;0;0
